Date,Environment,Frequency(MHz),Cell ID,Group ID,Sector ID,Frequency Error(Hz),RSRP(dBm),Ch Power(dBm),OBW(Hz)
6/09/1965 12:55 น.,339.2120.1.csv,2120,363,121,0,6914.704102,-70,-52,6218253
6/09/1965 12:55 น.,339.2135.1.csv,2135,179,59,2,7015.429688,-80,-58,6197329
6/09/1965 12:56 น.,339.2145.1.csv,2145,90,30,0,6499.205566,-78,-63,6234445
6/09/1965 12:57 น.,339.2165.1.csv,2165,90,30,0,5828.057617,-85,-67,6188816
6/09/1965 12:48 น.,339.773.1.csv,773,97,32,1,2595.315674,-98,-73,6211111
6/09/1965 12:50 น.,339.945.1.csv,945,266,88,2,2749.409912,-76,-55,6199602
6/09/1965 12:51 น.,339.955.1.csv,955,363,121,0,3667.320313,-76,-51,5962661
6/09/1965 17:15 น.,369.1812.1.csv,1812.5,250,83,1,6828.891113,-91,-72,6162645
6/09/1965 17:16 น.,369.1830.1.csv,1830,410,136,2,6550.030762,-87,-71,6197999
6/09/1965 17:17 น.,369.2120.1.csv,2120,245,81,2,7120.452148,-78,-61,6187313
6/09/1965 17:19 น.,369.2145.1.csv,2145,252,84,0,7218.858398,-91,-64,6200890
6/09/1965 17:20 น.,369.2165.1.csv,2165,252,84,0,7195.094238,-97,-77,6216880
6/09/1965 17:13 น.,369.773.1.csv,773,42,14,0,2958.095947,-97,-75,6198332
6/09/1965 17:13 น.,369.945.1.csv,945,252,84,0,904.866272,-82,-67,6192122
6/09/1965 17:14 น.,369.955.1.csv,955,363,121,0,3683.943604,-91,-69,6192913
6/09/1965 17:07 น.,370.1812.1.csv,1812.5,250,83,1,5531.431641,-87,-80,6170705
6/09/1965 17:07 น.,370.1830.1.csv,1830,410,136,2,5445.579102,-85,-66,6205923
6/09/1965 17:09 น.,370.2120.1.csv,2120,245,81,2,7311.976563,-73,-60,6159789
6/09/1965 17:11 น.,370.2145.1.csv,2145,252,84,0,7283.988281,-94,-72,6179639
6/09/1965 17:12 น.,370.2165.1.csv,2165,252,84,0,6854.516602,-94,-77,6182921
6/09/1965 17:04 น.,370.773.1.csv,773,350,116,2,3042.799561,-93,-69,6182218
6/09/1965 17:04 น.,370.945.1.csv,945,252,84,0,740.9827271,-82,-64,6178826
6/09/1965 17:05 น.,370.955.1.csv,955,363,121,0,2047.644653,-99,-79,6166982
6/09/1965 17:53 น.,371.1812.1.csv,1812.5,164,54,2,5208.849609,-88,-76,6192820
6/09/1965 17:54 น.,371.1830.1.csv,1830,410,136,2,6317.244141,-80,-58,6096354
6/09/1965 17:55 น.,371.2120.1.csv,2120,120,40,0,6302.404297,-83,-60,6198400
6/09/1965 17:56 น.,371.2145.1.csv,2145,252,84,0,6934.171875,-90,-70,6199139
6/09/1965 17:57 น.,371.2165.1.csv,2165,252,84,0,7025.461914,-90,-73,6148388
6/09/1965 17:50 น.,371.773.1.csv,773,74,24,2,2760.320068,-99,-76,6178793
6/09/1965 17:51 น.,371.945.1.csv,945,252,84,0,1622.696655,-82,-63,6215860
6/09/1965 17:52 น.,371.955.1.csv,955,363,121,0,872.010437,-84,-68,6175233
6/09/1965 18:02 น.,372.1812.1.csv,1812.5,132,44,0,4338.902832,-93,-74,6193994
6/09/1965 18:03 น.,372.1830.1.csv,1830,410,136,2,5953.695801,-79,-63,6139054
6/09/1965 18:04 น.,372.2120.1.csv,2120,120,40,0,7095.904297,-62,-48,6181574
6/09/1965 18:07 น.,372.2145.1.csv,2145,252,84,0,6767.007813,-86,-68,6164463
6/09/1965 18:08 น.,372.2165.1.csv,2165,252,84,0,6997.287598,-92,-74,6198443
6/09/1965 17:58 น.,372.773.1.csv,773,74,24,2,2694.016846,-100,-75,6203950
6/09/1965 17:59 น.,372.945.1.csv,945,252,84,0,1966.306396,-83,-57,6097487
6/09/1965 18:01 น.,372.955.1.csv,955,444,148,0,4331.266113,-85,-73,6196000
6/09/1965 13:47 น.,382.1812.1.csv,1812.5,179,59,2,6973.19043,-78,-53,6099529
6/09/1965 13:48 น.,382.2120.1.csv,2120,363,121,0,7084.498535,-62,-46,6191736
6/09/1965 13:45 น.,382.773.1.csv,773,202,67,1,3745.603516,-94,-71,6223073
6/09/1965 13:46 น.,382.945.1.csv,945,39,13,0,3938.437256,-59,-41,6195268
6/09/1965 13:47 น.,382.955.1.csv,955,281,93,2,3368.557861,-60,-38,6195721
6/09/1965 16:44 น.,383.1812.1.csv,1812.5,177,59,0,5953.887207,-87,-71,6200377
6/09/1965 16:46 น.,383.1830.1.csv,1830,252,84,0,5846.334961,-87,-72,6217815
6/09/1965 16:47 น.,383.2120.1.csv,2120,245,81,2,7170.616211,-66,-50,6178988
6/09/1965 16:48 น.,383.2135.1.csv,2135,250,83,1,4940.874512,-72,-68,6198934
6/09/1965 16:48 น.,383.2145.1.csv,2145,252,84,0,7118.828613,-95,-76,6188671
6/09/1965 16:49 น.,383.2165.1.csv,2165,252,84,0,6905.810547,-99,-77,6138955
6/09/1965 16:42 น.,383.773.1.csv,773,42,14,0,3430.796387,-99,-78,6057267
6/09/1965 16:43 น.,383.945.1.csv,945,252,84,0,3444.197998,-79,-67,6215794
6/09/1965 16:44 น.,383.955.1.csv,955,363,121,0,2688.862549,-84,-58,6200384
6/09/1965 16:51 น.,385.1812.1.csv,1812.5,250,83,1,4234.528809,-89,-70,5917344
6/09/1965 16:52 น.,385.1830.1.csv,1830,252,84,0,5717.865723,-91,-71,6156320
6/09/1965 16:53 น.,385.2120.1.csv,2120,245,81,2,6000.597656,-72,-57,6190020
6/09/1965 16:54 น.,385.2135.1.csv,2135,250,83,1,5417.317383,-84,-75,6184850
6/09/1965 16:54 น.,385.2145.1.csv,2145,252,84,0,7035.561035,-97,-68,6193667
6/09/1965 16:54 น.,385.2165.1.csv,2165,252,84,0,6848.739746,-97,-73,6057880
6/09/1965 16:50 น.,385.773.1.csv,773,188,62,2,2236.997559,-91,-70,6212321
6/09/1965 16:50 น.,385.945.1.csv,945,252,84,0,1673.66687,-82,-68,6156119
6/09/1965 16:51 น.,385.955.1.csv,955,363,121,0,2930.717773,-82,-56,6206886
6/09/1965 16:57 น.,386.1812.1.csv,1812.5,250,83,1,6093.567871,-94,-78,6180161
6/09/1965 16:58 น.,386.1830.1.csv,1830,252,84,0,6543.205566,-84,-69,6217231
6/09/1965 17:00 น.,386.2120.1.csv,2120,245,81,2,7119.165039,-68,-55,6183480
6/09/1965 17:02 น.,386.2135.1.csv,2135,250,83,1,917.1507568,-88,-76,6178614
6/09/1965 17:02 น.,386.2145.1.csv,2145,252,84,0,7076.632813,-91,-70,6221638
6/09/1965 17:03 น.,386.2165.1.csv,2165,252,84,0,6776.17041,-95,-74,6190721
6/09/1965 16:55 น.,386.773.1.csv,773,42,14,0,1519.731323,-91,-71,6200522
6/09/1965 16:56 น.,386.945.1.csv,945,252,84,0,4551.486816,-79,-64,6208903
6/09/1965 16:57 น.,386.955.1.csv,955,363,121,0,3494.656738,-79,-56,6208244
6/09/1965 13:40 น.,397.1812.1.csv,1812.5,179,59,2,6759.045898,-73,-49,6130533
6/09/1965 13:42 น.,397.2120.1.csv,2120,363,121,0,7673.067383,-62,-42,6142563
6/09/1965 13:38 น.,397.773.1.csv,773,97,32,1,3041.256348,-91,-68,6171079
6/09/1965 13:39 น.,397.945.1.csv,945,40,13,1,3152.977539,-81,-61,6184493
6/09/1965 13:40 น.,397.955.1.csv,955,281,93,2,3235.730225,-80,-58,6108728
6/09/1965 13:57 น.,398.1812.1.csv,1812.5,177,59,0,7108.202148,-83,-62,6187973
6/09/1965 14:00 น.,398.2120.1.csv,2120,240,80,0,7368.364258,-55,-41,6215096
6/09/1965 14:03 น.,398.2135.1.csv,2135,179,59,2,6272.380371,-78,-65,6225063
6/09/1965 13:54 น.,398.773.1.csv,773,202,67,1,2630.279785,-95,-73,6139595
6/09/1965 13:57 น.,398.955.1.csv,955,363,121,0,3943.225098,-79,-59,6217377
6/09/1965 14:06 น.,399.1812.1.csv,1812.5,250,83,1,5837.209961,-79,-57,6144280
6/09/1965 14:08 น.,399.2120.1.csv,2120,240,80,0,7545.947266,-54,-41,6181553
6/09/1965 14:09 น.,399.2135.1.csv,2135,177,59,0,7522.68457,-71,-58,6132320
6/09/1965 14:11 น.,399.2165.1.csv,2165,252,84,0,7430.280762,-91,-66,6207080
6/09/1965 14:05 น.,399.773.1.csv,773,74,24,2,2509.220215,-95,-69,6191709
6/09/1965 14:06 น.,399.945.1.csv,945,40,13,1,3471.591309,-82,-62,6214064
6/09/1965 14:06 น.,399.955.1.csv,955,363,121,0,3793.551514,-81,-62,6154700
6/09/1965 14:15 น.,400.1812.1.csv,1812.5,250,83,1,7355.76709,-77,-51,6184182
6/09/1965 14:14 น.,400.773.1.csv,773,350,116,2,3582.794434,-103,-76,6231668
6/09/1965 14:14 น.,400.955.1.csv,955,363,121,0,3375.902588,-73,-60,6203773
6/09/1965 14:22 น.,401.1812.1.csv,1812.5,250,83,1,6870.51416,-71,-54,6198475
6/09/1965 14:20 น.,401.773.1.csv,773,188,62,2,3232.322266,-99,-73,6192145
6/09/1965 14:21 น.,401.955.1.csv,955,363,121,0,3493.339844,-61,-39,6161412
6/09/1965 16:01 น.,402.1812.1.csv,1812.5,177,59,0,5019.966309,-74,-51,6195717
6/09/1965 16:04 น.,402.2120.1.csv,2120,245,81,2,6342.906738,-59,-43,6161870
6/09/1965 16:04 น.,402.2135.1.csv,2135,179,59,2,6203.749512,-68,-50,6209505
6/09/1965 16:06 น.,402.2145.1.csv,2145,253,84,1,6825.428711,-75,-55,6188324
6/09/1965 16:07 น.,402.2165.1.csv,2165,253,84,1,6879.415039,-81,-56,6190614
6/09/1965 15:58 น.,402.773.1.csv,773,202,67,1,2804.782959,-99,-73,6173312
6/09/1965 16:00 น.,402.945.1.csv,945,252,84,0,2395.821045,-65,-47,6205868
6/09/1965 15:59 น.,402.955.1.csv,955,363,121,0,4576.077148,-66,-48,6198397
6/09/1965 16:12 น.,403.1812.1.csv,1812.5,250,83,1,4764.712402,-78,-60,6162505
6/09/1965 16:13 น.,403.1830.1.csv,1830,252,84,0,6148.393555,-84,-63,6145268
6/09/1965 16:14 น.,403.2120.1.csv,2120,245,81,2,7092.876465,-60,-44,6212954
6/09/1965 16:15 น.,403.2135.1.csv,2135,179,59,2,7040.599609,-65,-66,6168036
6/09/1965 16:15 น.,403.2145.1.csv,2145,252,84,0,6394.302246,-89,-69,6109957
6/09/1965 16:16 น.,403.2165.1.csv,2165,252,84,0,6346.608398,-94,-75,6208721
6/09/1965 16:09 น.,403.773.1.csv,773,188,62,2,2620.240723,-96,-71,6070778
6/09/1965 16:10 น.,403.945.1.csv,945,252,84,0,836.8087158,-73,-51,5974777
6/09/1965 16:11 น.,403.955.1.csv,955,363,121,0,3978.714111,-81,-61,6042626
6/09/1965 16:23 น.,404.1812.1.csv,1812.5,250,83,1,5903.552246,-78,-53,6008225
6/09/1965 16:24 น.,404.1830.1.csv,1830,252,84,0,6991.867188,-87,-67,6165262
6/09/1965 16:24 น.,404.2120.1.csv,2120,245,81,2,6578.425781,-64,-46,6179860
6/09/1965 16:25 น.,404.2135.1.csv,2135,250,83,1,2751.316162,-67,-59,6182277
6/09/1965 16:28 น.,404.2145.1.csv,2145,252,84,0,6424.818359,-95,-72,6174341
6/09/1965 16:28 น.,404.2165.1.csv,2165,252,84,0,6982.332031,-92,-70,6183659
6/09/1965 16:18 น.,404.773.1.csv,773,74,24,2,2156.749512,-97,-71,6157560
6/09/1965 16:21 น.,404.945.1.csv,945,252,84,0,1964.014282,-76,-57,6167102
6/09/1965 16:33 น.,405.1812.1.csv,1812.5,250,83,1,6086.196289,-82,-54,6183416
6/09/1965 16:35 น.,405.1830.1.csv,1830,252,84,0,6984.007324,-87,-68,6171735
6/09/1965 16:37 น.,405.2120.1.csv,2120,244,81,1,6965.217773,-69,-54,6182549
6/09/1965 16:37 น.,405.2135.1.csv,2135,250,83,1,7212.657715,-80,-57,6097817
6/09/1965 16:40 น.,405.2165.1.csv,2165,252,84,0,7098.070801,-91,-63,6209716
6/09/1965 16:30 น.,405.773.1.csv,773,188,62,2,2782.512207,-94,-73,6199382
6/09/1965 16:32 น.,405.945.1.csv,945,252,84,0,945.6938477,-79,-62,6222891
6/09/1965 16:33 น.,405.955.1.csv,955,363,121,0,2448.18457,-76,-54,6194054
6/09/1965 17:45 น.,416.1812.1.csv,1812.5,132,44,0,5404.027832,-92,-69,6186887
6/09/1965 17:45 น.,416.1830.1.csv,1830,410,136,2,5804.162598,-79,-63,6214047
6/09/1965 17:46 น.,416.2120.1.csv,2120,120,40,0,6798.674316,-80,-62,6128587
6/09/1965 17:48 น.,416.2145.1.csv,2145,252,84,0,7294.920898,-82,-62,6142033
6/09/1965 17:49 น.,416.2165.1.csv,2165,252,84,0,7185.141602,-98,-74,6113351
6/09/1965 17:43 น.,416.773.1.csv,773,74,24,2,3067.598145,-103,-76,6150699
6/09/1965 17:43 น.,416.945.1.csv,945,252,84,0,4522.777832,-88,-67,6215762
6/09/1965 17:44 น.,416.955.1.csv,955,363,121,0,2472.887451,-91,-72,6223981
6/09/1965 17:25 น.,417.1812.1.csv,1812.5,164,54,2,6031.55127,-89,-79,6160399
6/09/1965 17:26 น.,417.1830.1.csv,1830,252,84,0,6195.183594,-87,-67,6137012
6/09/1965 17:27 น.,417.2120.1.csv,2120,245,81,2,7193.185059,-82,-66,6147556
6/09/1965 17:29 น.,417.2145.1.csv,2145,252,84,0,6176.286621,-85,-70,6150602
6/09/1965 17:30 น.,417.2165.1.csv,2165,252,84,0,7425.388184,-92,-73,6203166
6/09/1965 17:21 น.,417.773.1.csv,773,188,62,2,1469.188477,-103,-78,6131755
6/09/1965 17:22 น.,417.945.1.csv,945,252,84,0,1881.273193,-91,-64,6210103
6/09/1965 17:23 น.,417.955.1.csv,955,363,121,0,3543.335938,-88,-64,6124839
6/09/1965 17:36 น.,418.1812.1.csv,1812.5,250,83,1,7294.604492,-97,-77,6190448
6/09/1965 17:36 น.,418.1830.1.csv,1830,252,84,0,5854.609375,-91,-71,6215058
6/09/1965 17:38 น.,418.2120.1.csv,2120,245,81,2,6634.240234,-77,-62,6179379
6/09/1965 17:40 น.,418.2145.1.csv,2145,252,84,0,6224.547363,-94,-74,6225605
6/09/1965 17:41 น.,418.2165.1.csv,2165,252,84,0,7523.307617,-97,-70,5747599
6/09/1965 17:33 น.,418.773.1.csv,773,42,14,0,2347.7771,-99,-76,6184910
6/09/1965 17:33 น.,418.945.1.csv,945,252,84,0,6249.840332,-85,-66,6167146
6/09/1965 17:34 น.,418.955.1.csv,955,363,121,0,1605.417969,-92,-69,6173302
6/09/1965 13:03 น.,478.1812.1.csv,1812.5,179,59,2,5929.283203,-85,-60,6187101
6/09/1965 13:06 น.,478.2120.1.csv,2120,240,80,0,7123.523438,-82,-63,6195671
6/09/1965 13:07 น.,478.2135.1.csv,2135,179,59,2,7001.106445,-93,-63,6214272
6/09/1965 13:08 น.,478.2165.1.csv,2165,7,2,1,6371.300293,-87,-70,6186679
6/09/1965 13:01 น.,478.773.1.csv,773,350,116,2,1897.820068,-97,-73,6192958
6/09/1965 13:01 น.,478.945.1.csv,945,266,88,2,2402.998535,-72,-56,6198326
6/09/1965 13:02 น.,478.955.1.csv,955,281,93,2,2486.09082,-78,-58,6195648
6/09/1965 13:13 น.,479.1812.1.csv,1812.5,179,59,2,5970.475098,-76,-56,6209547
6/09/1965 13:15 น.,479.1830.1.csv,1830,252,84,0,6516.382324,-77,-56,6200947
6/09/1965 13:15 น.,479.2120.1.csv,2120,363,121,0,6727.223145,-65,-52,6216902
6/09/1965 13:16 น.,479.2135.1.csv,2135,179,59,2,7187.095215,-81,-61,6210334
6/09/1965 13:19 น.,479.2165.1.csv,2165,90,30,0,7247.780762,-87,-68,6207569
6/09/1965 13:10 น.,479.773.1.csv,773,74,24,2,2453.407959,-91,-64,6188768
6/09/1965 13:12 น.,479.945.1.csv,945,40,13,1,4977.829102,-77,-55,6160236
6/09/1965 13:13 น.,479.955.1.csv,955,281,93,2,4287.583008,-70,-55,6208276
6/09/1965 13:21 น.,480.1812.1.csv,1812.5,179,59,2,6439.423828,-76,-51,6215829
6/09/1965 13:25 น.,480.1830.1.csv,1830,90,30,0,7033.653809,-71,-54,6097514
6/09/1965 13:26 น.,480.2120.1.csv,2120,363,121,0,7265.312988,-58,-44,6192893
6/09/1965 13:30 น.,480.2135.1.csv,2135,177,59,0,7433.396484,-69,-46,6171493
6/09/1965 13:20 น.,480.773.1.csv,773,350,116,2,2029.359009,-91,-66,6209771
6/09/1965 13:20 น.,480.945.1.csv,945,41,13,2,4054.94751,-71,-53,6196063
6/09/1965 13:20 น.,480.955.1.csv,955,281,93,2,3646.057129,-73,-47,6188494
6/09/1965 12:42 น.,492.1812.1.csv,1812.5,250,83,1,5074.822266,-82,-61,6185112
6/09/1965 12:42 น.,492.1830.1.csv,1830,266,88,2,4455.910645,-78,-61,6200454
6/09/1965 12:43 น.,492.2120.1.csv,2120,23,7,2,6397.655273,-83,-65,6178563
6/09/1965 12:44 น.,492.2135.1.csv,2135,250,83,1,5042.055664,-82,-68,6196828
6/09/1965 12:44 น.,492.2145.1.csv,2145,266,88,2,6238.22998,-86,-63,6159142
6/09/1965 12:47 น.,492.2165.1.csv,2165,253,84,1,6385.998535,-87,-61,6207348
6/09/1965 12:40 น.,492.773.1.csv,773,97,32,1,1645.42749,-90,-64,6029807
6/09/1965 12:41 น.,492.945.1.csv,945,266,88,2,2534.803223,-71,-48,6141921
6/09/1965 12:41 น.,492.955.1.csv,955,363,121,0,3740.254395,-78,-61,6206569
7/09/1965 12:43 น.,373.1812.1.csv,1812.5,132,44,0,6446.552246,-90,-74,6199401
7/09/1965 12:45 น.,373.1830.1.csv,1830,410,136,2,6434.815918,-79,-54,6196912
7/09/1965 12:45 น.,373.2120.1.csv,2120,120,40,0,7319.040039,-80,-59,6187148
7/09/1965 12:47 น.,373.2135.1.csv,2135,177,59,0,6011.910645,-84,-70,6225239
7/09/1965 12:48 น.,373.2145.1.csv,2145,252,84,0,6712.29248,-88,-64,6009091
7/09/1965 12:49 น.,373.2165.1.csv,2165,252,84,0,5230.387207,-92,-69,6203667
7/09/1965 12:40 น.,373.773.1.csv,773,350,116,2,3032.603027,-101,-74,6218826
7/09/1965 12:41 น.,373.945.1.csv,945,252,84,0,1914.33667,-87,-64,6162143
7/09/1965 12:51 น.,373.955.1.csv,955,444,148,0,2717.98584,-88,-64,6166021
7/09/1965 12:59 น.,374.1812.1.csv,1812.5,177,59,0,5967.933594,-87,-67,6222504
7/09/1965 13:01 น.,374.1830.1.csv,1830,410,136,2,6313.53125,-81,-58,6169504
7/09/1965 13:02 น.,374.2120.1.csv,2120,120,40,0,7264.653809,-69,-53,6208657
7/09/1965 13:05 น.,374.2145.1.csv,2145,410,136,2,7358.516602,-87,-63,6178564
7/09/1965 13:08 น.,374.2165.1.csv,2165,252,84,0,7272.4375,-93,-70,6182189
7/09/1965 12:52 น.,374.773.1.csv,773,74,24,2,3302.824463,-101,-78,6220251
7/09/1965 12:53 น.,374.945.1.csv,945,252,84,0,2269.055664,-88,-65,6211339
7/09/1965 13:10 น.,374.955.1.csv,955,167,55,2,3353.841064,-91,-72,6203198
7/09/1965 12:09 น.,378.1812.1.csv,1812.5,179,59,2,5540.966797,-90,-66,6188861
7/09/1965 12:10 น.,378.1830.1.csv,1830,252,84,0,5426.594727,-84,-66,6156457
7/09/1965 12:11 น.,378.2120.1.csv,2120,120,40,0,6367.063477,-91,-69,6187571
7/09/1965 12:11 น.,378.2135.1.csv,2135,177,59,0,7039.627441,-86,-64,6200895
7/09/1965 12:13 น.,378.2165.1.csv,2165,252,84,0,6977.195313,-95,-77,6187473
7/09/1965 12:07 น.,378.773.1.csv,773,74,24,2,2437.364258,-100,-76,6155179
7/09/1965 12:08 น.,378.945.1.csv,945,39,13,0,3466.861328,-80,-62,6082510
7/09/1965 12:09 น.,378.955.1.csv,955,281,93,2,1409.807617,-85,-58,6149200
7/09/1965 10:31 น.,379.1812.1.csv,1812.5,177,59,0,5447.874023,-87,-62,6140513
7/09/1965 10:32 น.,379.1830.1.csv,1830,252,84,0,6155.38916,-84,-59,6185857
7/09/1965 10:32 น.,379.1842.1.csv,1842.5,153,51,0,4726.90332,-93,-82,6128351
7/09/1965 10:33 น.,379.2120.1.csv,2120,245,81,2,6101.888672,-83,-60,6178156
7/09/1965 10:34 น.,379.2135.1.csv,2135,177,59,0,5780.368652,-90,-71,6127450
7/09/1965 10:36 น.,379.2145.1.csv,2145,252,84,0,6200.856934,-94,-68,6203250
7/09/1965 10:37 น.,379.2165.1.csv,2165,252,84,0,6455.223633,-99,-74,6154572
7/09/1965 10:28 น.,379.773.1.csv,773,97,32,1,2822.731689,-101,-81,6171486
7/09/1965 10:30 น.,379.945.1.csv,945,39,13,0,3080.589355,-76,-62,6155164
7/09/1965 10:30 น.,379.955.1.csv,955,281,93,2,3806.251221,-84,-66,6201963
7/09/1965 10:22 น.,380.1812.1.csv,1812.5,250,83,1,5115.501953,-85,-65,6190495
7/09/1965 10:23 น.,380.1830.1.csv,1830,252,84,0,5054.381348,-88,-66,6184532
7/09/1965 10:24 น.,380.2120.1.csv,2120,245,81,2,5897.431641,-60,-41,6166408
7/09/1965 10:25 น.,380.2135.1.csv,2135,250,83,1,6088.463867,-79,-67,6123455
7/09/1965 10:26 น.,380.2145.1.csv,2145,252,84,0,5126.094727,-93,-74,6202169
7/09/1965 10:27 น.,380.2165.1.csv,2165,252,84,0,5533.391602,-93,-71,6218428
7/09/1965 10:19 น.,380.773.1.csv,773,97,32,1,1922.380859,-98,-73,6176777
7/09/1965 10:20 น.,380.945.1.csv,945,252,84,0,1186.403442,-76,-54,6220694
7/09/1965 10:21 น.,380.955.1.csv,955,363,121,0,5637.007324,-81,-60,6194692
7/09/1965 11:01 น.,381.1812.1.csv,1812.5,250,83,1,6118.847656,-87,-66,6187162
7/09/1965 11:02 น.,381.1830.1.csv,1830,252,84,0,6555.619629,-87,-64,6179542
7/09/1965 11:03 น.,381.2120.1.csv,2120,245,81,2,7373.860352,-73,-56,6180869
7/09/1965 11:05 น.,381.2135.1.csv,2135,250,83,1,5346.226563,-86,-68,6210902
7/09/1965 11:06 น.,381.2145.1.csv,2145,252,84,0,7322.207031,-91,-68,6150822
7/09/1965 11:11 น.,381.2165.1.csv,2165,252,84,0,7027.427734,-94,-77,6207067
7/09/1965 11:00 น.,381.773.1.csv,773,42,14,0,2595.370605,-95,-75,6198388
7/09/1965 11:00 น.,381.945.1.csv,945,252,84,0,4459.763184,-78,-59,6210345
7/09/1965 11:01 น.,381.955.1.csv,955,363,121,0,2933.202637,-83,-59,6219487
7/09/1965 12:32 น.,387.1812.1.csv,1812.5,177,59,0,6884.763672,-90,-72,6217354
7/09/1965 12:33 น.,387.1830.1.csv,1830,252,84,0,6236.941895,-88,-71,6205834
7/09/1965 12:34 น.,387.2120.1.csv,2120,120,40,0,6986.044434,-81,-67,6165771
7/09/1965 12:35 น.,387.2135.1.csv,2135,179,59,2,7413.383789,-89,-70,6209725
7/09/1965 12:36 น.,387.2145.1.csv,2145,252,84,0,7059.726074,-90,-63,6145570
7/09/1965 12:38 น.,387.2165.1.csv,2165,252,84,0,7196.173828,-92,-66,6193201
7/09/1965 12:28 น.,387.773.1.csv,773,350,116,2,2600.047607,-98,-76,6155350
7/09/1965 12:31 น.,387.945.1.csv,945,41,13,2,1122.15979,-94,-73,6225205
7/09/1965 12:32 น.,387.955.1.csv,955,167,55,2,3957.586182,-93,-72,6175656
7/09/1965 12:19 น.,388.1812.1.csv,1812.5,177,59,0,6424.532227,-85,-64,6145977
7/09/1965 12:22 น.,388.1830.1.csv,1830,7,2,1,6408.741699,-85,-62,6180290
7/09/1965 12:23 น.,388.2120.1.csv,2120,120,40,0,7184.619629,-82,-67,6145329
7/09/1965 12:24 น.,388.2135.1.csv,2135,177,59,0,6556.246094,-90,-71,6188617
7/09/1965 12:24 น.,388.2145.1.csv,2145,252,84,0,7230.397461,-90,-64,6165561
7/09/1965 12:26 น.,388.2165.1.csv,2165,252,84,0,7625.69873,-95,-77,6133711
7/09/1965 12:17 น.,388.773.1.csv,773,74,24,2,2826.875,-100,-73,6189376
7/09/1965 12:18 น.,388.945.1.csv,945,252,84,0,2373.871338,-87,-63,6168278
7/09/1965 12:19 น.,388.955.1.csv,955,167,55,2,4102.344727,-89,-66,6191705
7/09/1965 10:43 น.,405.1812.1.csv,1812.5,250,83,1,5922.044922,-82,-59,6190035
7/09/1965 10:43 น.,405.1830.1.csv,1830,252,84,0,6053.812012,-87,-67,6217629
7/09/1965 10:45 น.,405.2120.1.csv,2120,245,81,2,6563.117676,-62,-49,6193660
7/09/1965 10:46 น.,405.2135.1.csv,2135,250,83,1,7084.212402,-79,-65,6137230
7/09/1965 10:46 น.,405.2145.1.csv,2145,252,84,0,6280.268555,-91,-78,6214065
7/09/1965 10:49 น.,405.2165.1.csv,2165,252,84,0,6687.840332,-96,-72,6125819
7/09/1965 10:40 น.,405.773.1.csv,773,97,32,1,3507.008545,-102,-80,6196353
7/09/1965 10:41 น.,405.945.1.csv,945,252,84,0,2604.695068,-84,-64,6211616
7/09/1965 10:42 น.,405.955.1.csv,955,363,121,0,1771.447632,-78,-51,6205980
7/09/1965 10:54 น.,406.1812.1.csv,1812.5,250,83,1,5146.095703,-96,-79,6142228
7/09/1965 10:54 น.,406.1830.1.csv,1830,252,84,0,5949.852051,-86,-72,6190270
7/09/1965 10:55 น.,406.2120.1.csv,2120,245,81,2,6749.213379,-73,-57,5994320
7/09/1965 10:56 น.,406.2135.1.csv,2135,250,83,1,7377.738281,-85,-69,6163779
7/09/1965 10:57 น.,406.2145.1.csv,2145,252,84,0,7141.01123,-92,-79,6189428
7/09/1965 10:57 น.,406.2165.1.csv,2165,252,84,0,7170.324707,-97,-76,6195967
7/09/1965 10:51 น.,406.773.1.csv,773,42,14,0,2492.813965,-104,-77,6068318
7/09/1965 10:51 น.,406.945.1.csv,945,252,84,0,1054.59314,-86,-65,6121072
7/09/1965 10:52 น.,406.955.1.csv,955,363,121,0,7437.522461,-84,-63,6194783
7/09/1965 13:37 น.,425.1812.1.csv,1812.5,177,59,0,6567.098633,-91,-73,6216744
7/09/1965 13:38 น.,425.1830.1.csv,1830,409,136,1,6291.376953,-87,-68,6205019
7/09/1965 13:39 น.,425.2120.1.csv,2120,118,39,1,6979.92334,-57,-40,6169409
7/09/1965 13:40 น.,425.2145.1.csv,2145,252,84,0,5450.673828,-89,-67,6186180
7/09/1965 13:34 น.,425.773.1.csv,773,42,14,0,2559.634521,-100,-75,6015183
7/09/1965 13:35 น.,425.945.1.csv,945,252,84,0,2291.966553,-92,-71,6211018
7/09/1965 13:36 น.,425.955.1.csv,955,444,148,0,450.754364,-91,-68,6177447
7/09/1965 13:28 น.,426.1812.1.csv,1812.5,177,59,0,7358.685059,-87,-70,6183460
7/09/1965 13:28 น.,426.1830.1.csv,1830,409,136,1,6525.264648,-80,-52,5988817
7/09/1965 13:29 น.,426.2120.1.csv,2120,118,39,1,6903.976074,-60,-40,6184063
7/09/1965 13:31 น.,426.2145.1.csv,2145,409,136,1,7149.984863,-78,-58,6200948
7/09/1965 13:26 น.,426.773.1.csv,773,74,24,2,2508.8125,-95,-68,6146752
7/09/1965 13:27 น.,426.945.1.csv,945,252,84,0,2451.669434,-84,-65,6210598
7/09/1965 13:27 น.,426.955.1.csv,955,167,55,2,3709.990234,-87,-68,6169542
7/09/1965 13:16 น.,427.1812.1.csv,1812.5,132,44,0,6177.010742,-77,-62,6193878
7/09/1965 13:18 น.,427.1830.1.csv,1830,409,136,1,5873.183105,-70,-54,6197050
